Software,Version Info
delly,"anvil: 0.9.1, 1.0.3, 1.1.3, 1.1.5, 1.1.6"
dendropy,"anvil: 4.5.2
faster: 4.5.2"
diamond,"anvil: 2.0.13, 2.0.14, 2.0.15, 2.1.6
expanse: 0.9.25
faster: 2.0.13, 2.1.0"
dnaapler,anvil: 0.1.0
dnaio,anvil: 0.8.1
dragonflye,"anvil: 1.0.13, 1.0.14"
drep,anvil: 3.2.2
drop-seq,anvil: 2.5.2
dropest,anvil: 0.8.6
dsuite,"anvil: 0.4.r43, 0.5.r44"
easysfs,anvil: 1.0
edta,"anvil: 1.9.6, 2.0.0"
eggnog-mapper,anvil: 2.1.7
emboss,"anvil: 6.6.0
expanse: 6.6.0
faster: 6.6.0-Java-13, 6.6.0"
ensembl-vep,"anvil: 106.1, 107.0, 108.2"
epic2,"anvil: 0.0.51, 0.0.52"
evidencemodeler,anvil: 1.1.1
exonerate,"anvil: 2.4.0
faster: 2.4.0"
expansionhunter,anvil: 4.0.2
fasta3,anvil: 36.3.8
fastani,"anvil: 1.32, 1.33
bridges-2: 1.33"
fastp,"anvil: 0.20.1, 0.23.2
expanse: vihdvcu"
fastq-scan,anvil: 1.0.0
fastq_pair,anvil: 1.0
fastspar,anvil: 1.0.0
faststructure,anvil: 1.0-py27
fastx-toolkit,"anvil: 0.0.14
bridges-2: 0.0.14
expanse: 0.0.14"
fastx_toolkit,anvil: 0.0.14
filtlong,anvil: 0.2.1
flye,"anvil: 2.9, 2.9.1, 2.9.2"
fq,anvil: 0.10.0
fraggenescan,anvil: 1.31
fraggenescanrs,anvil: 1.1.0
freebayes,"anvil: 1.3.5, 1.3.6
faster: 1.3.4-linux-static-AMD64"
freyja,"anvil: 1.3.11, 1.4.2"
fseq,anvil: 2.0.3
ftp,anvil: 0.17
funannotate,"anvil: 1.8.10, 1.8.13
bridges-2: 1.8.9"
fwdpy11,anvil: 0.18.1
gadma,anvil: 2.0.0rc21
gambit,anvil: 0.5.0
gamma,"anvil: 1.4, 2.2"
gangstr,anvil: 2.5.0
gapfiller,anvil: 2.1.2
gapit,anvil: 3.3
gatk4,"anvil: 4.2.0, 4.2.5.0, 4.2.6.1, 4.3.0.0"
gemma,anvil: 0.98.3
gemoma,anvil: 1.7.1
genemark,"anvil: 4.68, 4.69"
genemarks-2,anvil: 1.14_1.25
genmap,anvil: 1.3.0
genomedata,anvil: 1.5.0
genomepy,"anvil: 0.12.0, 0.14.0"
genomescope2,anvil: 2.0
genomicconsensus,anvil: 2.3.3
genrich,anvil: 0.6.1
getorganelle,anvil: 1.7.7.0
gfaffix,anvil: 0.1.4
gfastats,"anvil: 1.2.3, 1.3.6"
gfatools,anvil: 0.5
gffcompare,anvil: 0.11.2
gffread,anvil: 0.12.7
gffutils,anvil: 0.11.1
gimmemotifs,anvil: 0.17.1
glimmer,anvil: 3.02
glimmerhmm,anvil: 3.0.4
glnexus,anvil: 1.4.1
gmap,"anvil: 2021.05.27, 2021.08.25"
gmt,anvil: 6.1.0
goatools,"anvil: 1.1.12, 1.2.3"
gpaw,anvil: 21.1.0
grads,anvil: 2.2.1
graphlan,anvil: 1.1.3
graphmap,anvil: 0.6.3
gridss,anvil: 2.13.2
gseapy,anvil: 0.10.8
gtdbtk,"anvil: 1.7.0, 2.1.0"
gubbins,"anvil: 3.2.0, 3.3"
guppy,"anvil: 6.0.1, 6.5.7
bridges-2: 6.0.0, 6.5.7"
gurobi,"anvil: 9.5.1
bridges-2: 9.1.1, 9.5.0
delta: 10.0.1"
hadoop,"anvil: 3.3.0
expanse: bfyu354"
hail,"anvil: 0.2.94, 0.2.98"
hap.py,anvil: 0.3.9
helen,anvil: 1.0
hic-pro,"anvil: 3.0.0, 3.1.0"
hicexplorer,anvil: 3.7.2
hifiasm,"anvil: 0.16.0, 0.18.5
faster: 0.19.4-r575"
homer,"anvil: 4.11
bridges-2: 4.11.0"
homopolish,anvil: 0.4.1
how_are_we_stranded_here,anvil: 1.0.1
hpctoolkit,anvil: 2021.03.01
htstream,anvil: 1.3.3
hyper-shell,anvil: 2.0.2
hyphy,anvil: 2.5.36
hypo,anvil: 1.0.3
idba,anvil: 1.1.3
igenomes,anvil: 2023-04-26
igv,"anvil: 2.11.9, 2.12.3
faster: 2.9.4-Java-11"
impute2,anvil: 2.3.2
infernal,"anvil: 1.1.4
bridges-2: 1.1.3"
instrain,"anvil: 1.5.7, 1.6.3"
intarna,anvil: 3.3.1
intel-mkl,"anvil: 2019.5.281, 2020.4.304
bridges-2: 2023.2.0
expanse: flrwt2m, ..."
interproscan,"anvil: 5.54_87.0, 5.61-93.0
faster: 5.52-86.0"
iqtree,"anvil: 1.6.12, 2.1.2, 2.2.0_beta, 2.2.2.2"
iqtree2,"anvil: 2.2.2.6, 2.2.2.9"
ismapper,anvil: 2.0.2
isoquant,anvil: 3.1.2
isoseq3,"anvil: 3.4.0, 3.7.0, 3.8.2"
ivar,"anvil: 1.3.1, 1.4.2"
jcvi,"anvil: 1.2.7, 1.3.1"
jupyter,anvil: 2.0.0
kaiju,anvil: 1.8.2
kakscalculator2,anvil: 2.0.1
kallisto,"anvil: 0.46.2, 0.48.0
expanse: bdaqnwj"
kentutils,anvil: 302.1.0
khmer,anvil: 3.0.0a3
kissde,anvil: 1.15.3
kissplice,anvil: 2.6.2
kissplice2refgenome,anvil: 2.0.8
kma,anvil: 1.4.3
kmc,anvil: 3.2.1
kmer-jellyfish,anvil: 2.3.0
kmergenie,anvil: 1.7051
kneaddata,anvil: 0.10.0
kover,anvil: 2.0.6
krakentools,anvil: 1.2
lambda,anvil: 2.0.0
last,"anvil: 1268, 1356, 1411, 1418"
lastz,anvil: 1.04.15
launcher,anvil: 3.9
ldhat,anvil: 2.2a
ldjump,anvil: 0.3.1
ldsc,anvil: 1.0.1
learning,anvil: conda-2021.05-py38-gpu
libflame,"anvil: 5.2.0
faster: 5.2.0"
libmesh,anvil: 1.6.2
libszip,anvil: 2.1.1
libv8,anvil: 6.7.17
libx11,"anvil: 1.7.0
delta: 1.8.4"
libxscrnsaver,anvil: 1.2.2
liftoff,anvil: 1.6.3
liftofftools,anvil: 0.4.4
lima,anvil: 2.2.0
links,anvil: 2.0.1
lofreq,anvil: 2.1.5
longphase,anvil: 1.4
longqc,anvil: 1.2.0c
lra,anvil: 1.3.2
ltr_finder,anvil: 1.07
ltrpred,anvil: 1.1.0
lumpy-sv,anvil: 0.3.1
lyveset,anvil: 2.0.1
macrel,anvil: 1.2.0
macs2,anvil: 2.2.7.1
macs3,anvil: 3.0.0a6
mageck,"anvil: 0.5.9.5
faster: 0.5.9.4"
magicblast,anvil: 1.5.0
maker,"anvil: 2.31.11, 3.01.03"
manta,anvil: 1.6.0
mapcaller,anvil: 0.9.9.41
mapdamage2,anvil: 2.2.1
marginpolish,anvil: 0.1.3
mash,anvil: 2.3
mashmap,anvil: 2.0-pl5321
mashtree,anvil: 1.2.0
masurca,"anvil: 4.0.9, 4.1.0
faster: 4.0.5"
mauve,"anvil: 2.4.0
faster: 2015.02.13-linux-x64-Java-1.8"
maxbin2,anvil: 2.2.7
maxquant,"anvil: 2.1.0.0, 2.1.3.0, 2.1.4.0, 2.3.1.0"
mcl,"anvil: 14.137-pl5262
faster: 14.137"
mcscanx,anvil: default
medaka,"anvil: 1.6.0
faster: 1.1.3-Python-3.7.4"
meep,anvil: 1.20.0
megadepth,anvil: 1.2.0
megahit,"anvil: 1.2.9
faster: 1.2.9"
megan,anvil: 6.21.7
meme,"anvil: 5.3.3, 5.4.1, 5.5.0"
memes,anvil: 1.1.2
meraculous,anvil: 2.2.6
merqury,anvil: 1.3
meryl,anvil: 1.3
mesa-glu,anvil: 9.0.2
metabat,anvil: 2.15-5
metachip,anvil: 1.10.12
metaphlan,"anvil: 3.0.9, 3.0.14, 4.0.2"
metaseq,anvil: 0.5.6
methyldackel,anvil: 0.6.1
metilene,anvil: 0.2.8
mhm2,anvil: 2.0.0
microbedmm,anvil: 1.0
minialign,"anvil: 0.5.3
bridges-2: 0.6.0"
miniasm,anvil: 0.3_r179
minimap2,"anvil: 2.22, 2.24, 2.26
faster: 2.17, 2.20, 2.23"
minipolish,anvil: 0.1.3
miniprot,"anvil: 0.3, 0.7"
mirdeep2,"anvil: 2.0.1.3
expanse: 0.0.8"
mirtop,anvil: 0.4.25
mitofinder,anvil: 1.4.1
ml-toolkit-cpu,anvil: 2.6.0
mlst,"anvil: 2.22.0, 2.23.0"
mmseqs2,"anvil: 13.45111, 14.7e284"
mob_suite,anvil: 3.0.3
modbam2bed,anvil: 0.9.1
modeltest-ng,anvil: 0.1.7
modtree,"anvil: cpu, gpu"
momi,anvil: 2.1.19
monitor,anvil: 2.3.1
mothur,"anvil: 1.46.0, 1.47.0, 1.48.0
faster: 1.48.0"
motus,anvil: 3.0.3
mrbayes,"anvil: 3.2.7a, 3.2.7
expanse: yb5nz2z, 37w3iix"
multiqc,"anvil: 1.11, 1.14
faster: 1.14"
mummer4,anvil: 4.0.0rc1-pl5262
muscle,"anvil: 3.8.1551, 5.1
faster: 5.1.0"
mutmap,anvil: 2.3.3
mvapich2,"anvil: 2.3.6
bridges-2: 2.3.5-gcc8.3.1, 2.3.5-intel20.4
expanse: iyjtn3x
kyric: 2.3.2"
mykrobe,anvil: 0.11.0
n50,anvil: 1.5.6
nanofilt,"anvil: 2.8.0
faster: 2.6.0-Python-3.7.4"
nanolyse,anvil: 1.2.0
nanoplot,"anvil: 1.39.0
bridges-2: 1.42.0"
nanopolish,"anvil: 0.13.2, 0.14.0"
ncbi-amrfinderplus,"anvil: 3.10.30, 3.10.42, 3.11.2"
ncbi-datasets,anvil: 14.3.0
ncbi-genome-download,anvil: 0.3.1
ncbi-table2asn,anvil: 1.26.678
ncview,"anvil: 2.1.8
bridges-2: 2.1.8
expanse: znk6ds3"
netcdf-c,"anvil: 4.7.4
delta: 4.9.2
expanse: b46x2ce, ckis4fg, ..."
netcdf-cxx4,"anvil: 4.3.1
expanse: azfjcyx, d5kubqf, ..."
netlib-lapack,"anvil: 3.8.0
delta: 3.11.0
expanse: d4fs3fg, ..."
neusomatic,anvil: 0.2.1
nextalign,anvil: 1.10.3
nextclade,anvil: 1.10.3
nextdenovo,"anvil: 2.5.2
faster: 2.5.0"
nextflow,"anvil: 21.10.0, 22.10.1
bridges-2: 21.10.6
faster: 22.10.6-Java-13, 22.10.6"
nextpolish,"anvil: 1.4.1
faster: 1.4.1"
nf-core,"anvil: 2.7.2, 2.8"
ngs-bits,anvil: 2022_04
ngsld,anvil: 1.1.1
ngsutils,anvil: 0.5.9
nwchem,"anvil: 7.0.2
bridges-2: 7.0.2, 7.2.2
delta: 7.2.2
expanse: qogdxxi"
octave,"anvil: 6.3.0
bridges-2: 6.2.0
expanse: xpjroyg
faster: 7.1.0"
odgi,anvil: 0.8.3
openjdk,"anvil: 11.0.8_10
delta: 1.8.0_392-b08
expanse: xkfgsx7, 27cv2ps"
orthofinder,"anvil: 2.5.2, 2.5.4, 2.5.5"
paml,"anvil: 4.9
faster: 4.10.5, 4.10.7"
panacota,anvil: 1.3.1
panaroo,anvil: 1.2.10
pandaseq,anvil: 2.11
pandora,anvil: 0.9.1
pangolin,"anvil: 3.1.20, 4.0.6, 4.1.2, 4.1.3, 4.2"
pangraph,anvil: 0.7.1
panphlan,anvil: 3.1
parafly,anvil: r2013
parallel,"anvil: 20200822
delta: 20220522
expanse: kn7agtl, sqru6rr
faster: 20190922, 20220722"
parallel-fastq-dump,anvil: 0.6.7
parallel-netcdf,"anvil: 1.11.2
bridges-2: 1.12.1
delta: 1.12.3
expanse: bcptzln, ..."
parliament2,anvil: 0.1.11
parsnp,anvil: 1.6.2
pasapipeline,anvil: 2.5.2-devb
pasta,anvil: 1.8.7
pblat,anvil: 2.5.1
pbmm2,anvil: 1.7.0
pbptyper,anvil: 1.0.4
pcangsd,"anvil: 1.10
faster: 1.10"
peakranger,anvil: 1.18
pepper_deepvariant,anvil: r0.4.1
perl-bioperl,"anvil: 1.7.2-pl526, 1.7.6
expanse: iiuhykx"
pggb,anvil: 0.5.4
phast,anvil: 1.5
phd2fasta,anvil: 0.990622
phg,anvil: 1.0
phipack,anvil: 1.1
phrap,anvil: 1.090518
phred,anvil: 0.071220.c
phylofisher,"anvil: 1.2.7, 1.2.9"
phylosuite,anvil: 1.2.3
picard,"anvil: 2.25.1, 2.25.7, 2.26.10
bridges-2: 2.23.2
expanse: a75eytg
faster: 2.25.1-Java-11"
picrust2,"anvil: 2.4.2, 2.5.0"
pilon,"anvil: 1.24
bridges-2: 1.24
faster: 1.23-Java-11"
pindel,anvil: 0.2.5b9
pirate,anvil: 1.0.4
piscem,anvil: 0.4.3
pixy,anvil: 1.2.7
plasmidfinder,anvil: 2.1.6
platon,anvil: 1.6
platypus,"anvil: 0.8.1
faster: 1.1.0"
plink,"anvil: 1.90b6.21
expanse: 1.07
faster: 2.00a3.1"
plink2,anvil: 2.00a2.3
plotsr,anvil: 0.5.4
pomoxis,anvil: 0.3.9
poppunk,"anvil: 2.5.0, 2.6.0"
popscle,anvil: 0.1b
pplacer,anvil: 1.1.alpha19
prinseq,anvil: 0.20.4
prodigal,"anvil: 2.6.3
bridges-2: 2.6.3"
prokka,"anvil: 1.14.6
bridges-2: 1.14.5"
proteinortho,anvil: 6.0.33
prothint,anvil: 2.6.0
pullseq,anvil: 1.0.2
purge_dups,anvil: 1.2.6
pvactools,anvil: 3.0.1
py-mpi4py,"anvil: 3.0.3
expanse: cllp7nt, kas2whp, ..."
pyani,"anvil: 0.2.11, 0.2.12"
pybedtools,anvil: 0.9.0
pybigwig,"anvil: 0.3.18
faster: 0.3.18"
pychopper,anvil: 2.5.0
pycoqc,anvil: 2.5.2
pyensembl,anvil: 1.9.4
pyfaidx,"anvil: 0.6.4
faster: 0.7.0"
pygenometracks,anvil: 3.7
pygenomeviz,"anvil: 0.2.2, 0.3.2"
pyranges,anvil: 0.0.115
pyvcf3,anvil: 1.0.3
qemu,"anvil: 4.1.1, 6.2.0"
qt,"anvil: 5.15.2
expanse: 5.15.2"
qtlseq,anvil: 2.2.3
qualimap,anvil: 2.2.1
quantum-espresso,"anvil: 6.7, 7.2
expanse: zl3kj67"
quantum_espresso,"anvil: v6.6a1, v6.7, v7.1"
quast,"anvil: 5.0.2, 5.2.0"
quickmirseq,anvil: 1.0
r-cellchat,anvil: 1.5.0
r-rnaseq,"anvil: 4.1.1-1-rstudio, 4.1.1-1"
r-rstudio,anvil: 4.1.1
r-scrnaseq,"anvil: 4.1.1-1-rstudio, 4.1.1-1, 4.2.0-rstudio, 4.2.0, 4.2.3-rstudio"
racon,"anvil: 1.4.20, 1.5.0
faster: 1.4.13"
ragout,anvil: 2.3
ragtag,anvil: 2.1.0
rapmap,anvil: 0.6.0
rasusa,"anvil: 0.6.0, 0.7.0"
raven-assembler,anvil: 1.8.1
raxml,"anvil: 8.2.12
bridges-2: 8.2.9
expanse: pfjuuas
faster: 8.2.12-pthreads-avx2"
raxml-ng,"anvil: 1.1.0
expanse: x6syxpi
faster: 1.0.2, 1.1.0, 1.2.0"
reapr,anvil: 1.0.18
rebaler,anvil: 0.2.0
reciprocal_smallest_distance,anvil: 1.1.7
recycler,anvil: 0.7
regtools,anvil: 1.0.0
repeatmasker,anvil: 4.1.2
repeatmodeler,"anvil: 2.0.2, 2.0.3"
repeatscout,anvil: 1.0.6
resfinder,anvil: 4.1.5
revbayes,"anvil: 1.1.1
faster: 1.2.1"
rmats,anvil: 4.1.1
rmats2sashimiplot,anvil: 2.0.4
rnaindel,anvil: 3.0.9
rnapeg,anvil: 2.7.1
rnaquast,anvil: 2.2.1
roary,"anvil: 3.13.0
faster: 3.13.0"
rsem,"anvil: 1.3.3
faster: 1.3.3"
rseqc,anvil: 4.0.0
rstudio,"anvil: 2021.09.0
expanse: 1.4.1103
jetstream: 2022.12.1+364"
run_dbcan,"anvil: 3.0.2, 3.0.6"
rush,anvil: 0.4.2
sage,anvil: 0.8.1
salmon,"anvil: 1.5.2, 1.6.0, 1.7.0, 1.8.0, 1.9.0, 1.10.1
expanse: vf4i7ra
faster: 1.9.0"
sambamba,"anvil: 0.8.2
faster: 0.7.1"
samblaster,"anvil: 0.1.26
expanse: 0.1.24
faster: 0.1.26"
samclip,anvil: 0.4.0
samplot,anvil: 1.3.0
scanpy,"anvil: 1.8.2, 1.9.1"
scarches,anvil: 0.5.3
scgen,anvil: 2.1.0
scirpy,anvil: 0.10.1
scvelo,anvil: 0.2.4
scvi-tools,anvil: 0.16.2
segalign,anvil: 0.1.2
seidr,anvil: 0.14.2
sepp,"anvil: 4.5.1
faster: 4.5.1"
seqcode,anvil: 1.0
seqkit,"anvil: 2.0.0, 2.1.0, 2.3.1"
seqyclean,anvil: 1.10.09
shapeit4,anvil: 4.2.2
shapeit5,anvil: 5.1.1
shasta,anvil: 0.10.0
shigeifinder,anvil: 1.3.2
shorah,anvil: 1.99.2
shortstack,anvil: 3.8.5
shovill,anvil: 1.1.0
sicer,anvil: 1.1
sicer2,"anvil: 1.0.3, 1.2.0"
signalp4,anvil: 4.1
signalp6,"anvil: 6.0-fast, 6.0-slow"
simug,anvil: 1.0.0
singlem,anvil: 0.13.2
ska,anvil: 1.0
skewer,anvil: 0.2.2
slamdunk,anvil: 0.4.3
smoove,anvil: 0.2.7
snakemake,"anvil: 6.8.0
faster: 7.22.0"
snap,anvil: 2013_11_29
snap-aligner,anvil: 2.0.0
snaptools,anvil: 1.4.8
snippy,anvil: 4.6.0
snp-dists,anvil: 0.8.2
snp-sites,anvil: 2.5.1
snpeff,"anvil: 5.1d, 5.1"
snpgenie,anvil: 1.0
snphylo,anvil: 20180901
snpsift,anvil: 4.3.1t
soapdenovo2,"anvil: 2.40
expanse: 240"
sortmerna,"anvil: 2.1b, 4.3.4"
souporcell,anvil: 2.0
sourmash,"anvil: 4.3.0, 4.5.0"
spaceranger,"anvil: 1.3.0, 1.3.1, 2.0.0"
spark,"anvil: 3.1.1
bridges-2: 3.0.1-hadoop2.7
expanse: sntnkcq
faster: 3.2.1"
spice-server,anvil: 0.15.2
sprod,anvil: 1.0
squeezemeta,anvil: 1.5.1
squid,anvil: 1.5
sra-tools,anvil: 2.11.0-pl5262
sratoolkit,"anvil: 2.10.9
expanse: rn4humf, uv6bewx"
srst2,anvil: 0.2.0
stacks,"anvil: 2.60
expanse: 2.3b
faster: 2.64"
staramr,anvil: 0.7.1
starfusion,anvil: 1.11b
stream,anvil: 1.0
stringdecomposer,anvil: 1.1.2
stringtie,"anvil: 2.1.7, 2.2.1
expanse: ja7rx6c"
strique,anvil: 0.4.2
structure,"anvil: 2.3.4
faster: 2.3.4-Java-1.8-GUI"
subread,"anvil: 1.6.4, 2.0.1"
survivor,anvil: 1.0.7
svaba,anvil: 1.1.0
svtools,anvil: 0.5.1
svtyper,"anvil: 0.7.1
faster: 0.5.2-Python-2.7.16"
swat,anvil: 1.090518
syri,anvil: 1.6
t-coffee,anvil: 13.45.0.4846264
talon,anvil: 5.0
targetp,anvil: 2.0
tassel,anvil: 5.0
taxonkit,anvil: 0.9.0
tetranscripts,anvil: 2.2.1
tiara,anvil: 1.0.2
tigmint,anvil: 1.2.6
tobias,anvil: 0.13.3
tombo,anvil: 1.5.1
tophat,"anvil: 2.1.1-py27, 2.1.2"
totalview,anvil: 2020.2.6
tpmcalculator,"anvil: 0.0.3, 0.0.4"
transabyss,anvil: 2.0.1
transdecoder,anvil: 5.5.0
transrate,anvil: 1.0.3
transvar,anvil: 2.5.9
trax,anvil: 1.0.0
treetime,"anvil: 0.8.6, 0.9.4"
trim-galore,"anvil: 0.6.7, 0.6.10"
trimal,"anvil: 1.4.1
faster: 1.4.1"
trimmomatic,"anvil: 0.39
bridges-2: 0.39
expanse: gcr46gz"
trinity,"anvil: 2.12.0, 2.13.2, 2.14.0, 2.15.0
bridges-2: 2.11.0, 2.15.1
expanse: 2.6.6"
trinotate,anvil: 3.2.2
trnascan-se,"anvil: 2.0.9
bridges-2: 2.0.7"
trtools,anvil: 5.0.1
trust4,anvil: 1.0.7
trycycler,"anvil: 0.5.0, 0.5.3, 0.5.4"
ucsc_genome_toolkit,anvil: 369
umi_tools,anvil: 1.1.4
unicycler,anvil: 0.5.0
usefulaf,anvil: 0.9.2
util-linux-uuid,anvil: 2.38.1
vadr,"anvil: 1.4.1, 1.4.2, 1.5"
vardict-java,anvil: 1.8.3
varlociraptor,anvil: 4.11.4
varscan,"anvil: 2.4.2, 2.4.4"
vartrix,anvil: 1.1.22
vatools,anvil: 5.0.1
vcf-kit,"anvil: 0.2.6, 0.2.9"
vcf2maf,"anvil: 1.6.21
bridges-2: 1.6.21"
vcf2phylip,anvil: 2.8
vcf2tsvpy,anvil: 0.6.0
vcftools,"anvil: 0.1.14, 0.1.16
bridges-2: 0.1.16
expanse: 0.1.14
faster: 0.1.16"
velocyto.py,anvil: 0.17.17
velvet,anvil: 1.2.10
veryfasttree,anvil: 3.2.1
vg,anvil: 1.40.0
viennarna,anvil: 2.5.0
visit,"anvil: 3.1.4
bridges-2: 3.1.2, 3.1.4
delta: 3.3.3
faster: 3.2.1"
vlc,anvil: 3.0.9.2
vsearch,"anvil: 2.19.0, 2.21.1, 2.22.1"
wannier90,"anvil: 3.1.0
expanse: rhwr6rq, 4b3fvlj
faster: 3.1.0"
weblogo,anvil: 3.7.8
whatshap,anvil: 1.4
wiggletools,anvil: 1.2.11
winnowmap,anvil: 2.03
wtdbg,anvil: 2.5
xalt,"anvil: 2.10.45
jetstream: 3.0.1"
xcb-util-image,anvil: 0.4.0
xcb-util-keysyms,anvil: 0.4.0
xcb-util-renderutil,anvil: 0.3.9
xcb-util-wm,anvil: 0.4.1
autodock,anvil: 2020.06
cuda-quantum,anvil: 0.4.0
cuquantum-appliance,anvil: 23.03
ml-toolkit-gpu,anvil: 2.6.0
ngc,anvil: default
rapidsai,"anvil: 21.06, 21.10"
relion,"anvil: 3.1.0, 3.1.2, 3.1.3
expanse: lm35hes, ruhnkxi"
torchani,anvil: 2021.04
ai,"bridges-2: pytorch_23.02-1.13.1-py3, tensorflow_23.02-2.10.0-py3"
abinit,"bridges-2: 9.4.2-intel
expanse: q47zuuw
faster: 9.4.2, 9.6.2"
blat,"bridges-2: 36
expanse: 35"
checkm,bridges-2: 1.1.3
genemark-es,bridges-2: 4.65
knime,bridges-2: 5.2.1
meme-suite,bridges-2: 5.4.1
mentorgraphics,bridges-2: tessent.2022.1
must,bridges-2: 1.5-intel
star-fusion,"bridges-2: 1.9.1, 1.11.1"
tiger,bridges-2: 5.32.1
allocations,bridges-2: 1.0
anaconda2,bridges-2: 2019.10
ansys,"bridges-2: 201, 212, 221, 222
faster: 2022R2"
aocl,bridges-2: 3.1.0
arriba,bridges-2: 2.3.0
asciinema,"bridges-2: 2.0.2, 2.1.0"
bat,bridges-2: 0.23.0
bioformats,bridges-2: 6.10.1
comsol,bridges-2: 6.1
ddt,"bridges-2: 20.1.3, 20.2.1, 23.0.3"
dealii,"bridges-2: 9.2.0, 9.3.1"
desmond,"bridges-2: 2020.4
faster: 2020-1, 2021-1"
fastq-tools,bridges-2: 0.8
flash,"bridges-2: 1.2.11
faster: 2.2.00"
gamess,"bridges-2: 2020
expanse: eo5efva"
gaussian,"bridges-2: G16_RevC01
expanse: 16.C.01-cuda, 16.C.01
faster: g16_B01, g16_C01"
gent,bridges-2: 1.0.0
guppy-gpu,bridges-2: 6.0.1
hashdeep,bridges-2: 4.4
irods-icommands,bridges-2: 4.3.0
intel-advisor,bridges-2: 2023.2.0
intel-ccl,bridges-2: 2021.10.0
intel-compiler,bridges-2: 2023.2.1
intel-compiler-rt,bridges-2: 2023.2.1
intel-compiler-rt32,bridges-2: 2023.2.1
intel-compiler32,bridges-2: 2023.2.1
intel-dal,bridges-2: 2023.2.0
intel-debugger,bridges-2: 2023.2.0
intel-dev-utilities,bridges-2: 2021.10.0
intel-dnnl,bridges-2: 2023.2.0
intel-dnnl-cpu-gomp,bridges-2: 2023.2.0
intel-dnnl-cpu-iomp,bridges-2: 2023.2.0
intel-dnnl-cpu-tbb,bridges-2: 2023.2.0
intel-dpct,bridges-2: 2023.2.0
intel-dpl,bridges-2: 2022.2.0
intel-icc,bridges-2: 2023.2.1
intel-icc32,bridges-2: 2023.2.1
intel-inspector,bridges-2: 2023.2.0
intel-ipp-ia32,bridges-2: 2021.9.0
intel-ipp-intel64,bridges-2: 2021.9.0
intel-ippcp-ia32,bridges-2: 2021.8.0
intel-ippcp-intel64,bridges-2: 2021.8.0
intel-itac,bridges-2: 2021.10.0
intel-mkl32,bridges-2: 2023.2.0
intel-mpi,"bridges-2: 2021.10.0
expanse: ezrfjne, ..."
intel-oclfpga,bridges-2: 2023.2.1
intel-oneapi,"bridges-2: 2023.2.1
jetstream: 2023.0.0"
intel-tbb,"bridges-2: 2021.10.0
delta: 2021.9.0
expanse: 2020.3"
intel-tbb32,bridges-2: 2021.10.0
intel-vtune,bridges-2: 2023.2.0
intelmpi,"bridges-2: 20.4-intel20.4, 2021.3.0-intel2021.3.0, ..."
lazygit,bridges-2: 0.28.2
lowcharts,bridges-2: 0.4.2
mc,bridges-2: 4.8.26
methylpy,bridges-2: 1.4.3
mkl,"bridges-2: 2020.4.304
kyric: latest, 2021.1.1"
mlflow,bridges-2: 24.02-2.10.2
ncdu,bridges-2: 1.15.1
orca,"bridges-2: 4.1.2, 5.0.1
expanse: 2nqnnmq
faster: 5.0.3, 5.0.4"
phdf5,"bridges-2: 1.10.7-openmpi4.0.2-intel20.4, ..."
phylip-suite,bridges-2: 3.697
porechop,bridges-2: 0.2.4
psc.allocations.user,bridges-2: 1.0
rclone,"bridges-2: 1.55.1, 1.61.1
expanse: gud2qb5, mldjorr
faster: 1.63.1-amd64"
rich,bridges-2: 1.8.0
rnaview,bridges-2: latest
visidata,bridges-2: 2.11
xdinfo,bridges-2: 1.5-1
xdresourceid,bridges-2: 1.0-2
xdusage,bridges-2: 2.1-2
xit,bridges-2: 2.11
zoltan,bridges-2: 3.83
amduprof,"delta: 3.5, 3.6, 4.0
expanse: 3.4.475"
intel_ai_toolkit,delta: 2023.1
prgenv-cray,delta: 8.4.0
prgenv-gnu,delta: 8.4.0
prgenv-nvhpc,delta: 8.4.0
prgenv-nvidia,delta: 8.4.0
anaconda3_rcpu,delta: 22.9.0
anaconda3_cpu,"delta: 23.3.1, 23.7.4"
anaconda3_gpu,"delta: 22.10.0, 23.3.1, ..."
anaconda3_mi100,"delta: 4.14.0, 23.7.4"
anaconda3_x86_64,"delta: 23.3.1, 23.7.4"
atop,delta: 2.5.0
atp,delta: 3.15.1
banner,delta: 1.3.5
cce,delta: 16.0.1
cce-mixed,delta: 16.0.1
conda-env,delta: cegan-py3.9.18
cpe,delta: 23.09
cpe-cuda,delta: 23.09
cray-r,delta: 4.2.1.2
cray-ccdb,delta: 5.0.1
cray-cti,delta: 2.18.1
cray-dsmml,delta: 0.2.2
cray-dyninst,delta: 12.3.0
cray-fftw,delta: 3.3.10.5
cray-hdf5,delta: 1.12.2.5
cray-libpals,delta: 1.2.12
cray-libsci,delta: 23.09.1.1
cray-mrnet,delta: 5.1.1
cray-netcdf,delta: 4.9.0.5
cray-openshmemx,delta: 11.6.1
cray-pals,delta: 1.2.12
cray-pmi,delta: 6.1.12
cray-python,delta: 3.10.10
cray-stat,delta: 4.12.1
craype,delta: 2.7.23
craype-accel-amd-gfx908,delta: craype-accel-amd-gfx908
craype-accel-amd-gfx90a,delta: craype-accel-amd-gfx90a
craype-accel-amd-gfx940,delta: craype-accel-amd-gfx940
craype-accel-host,delta: craype-accel-host
craype-accel-intel-max,delta: craype-accel-intel-max
craype-accel-ncsa,delta: 1.0
